V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31,I32,I33,I34,I35,I36,I37,I38,I39,I40,I41,I42,I43,I44,I45,I46,I47,I48,I49,I50,I51,I52,I53,I54,I55,I56,I57,I58,I59,I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,I70,I71,I72,I73,I74,I75,I76,I77,I78,I79,I80,I81,I82,I83,I84,I85,Voc,Jsc,FF,eta,V_MPP,J_MPP,T,N_A,N_t,mu_h,intensity,ID_def
-0.500000,-0.479762,-0.459524,-0.439286,-0.419048,-0.398810,-0.378571,-0.358333,-0.338095,-0.317857,-0.297619,-0.277381,-0.257143,-0.236905,-0.216667,-0.196429,-0.176190,-0.155952,-0.135714,-0.115476,-0.095238,-0.075000,-0.054762,-0.034524,-0.014286,0.005952,0.026190,0.046429,0.066667,0.086905,0.107143,0.127381,0.147619,0.167857,0.188095,0.208333,0.228571,0.248810,0.269048,0.289286,0.309524,0.329762,0.350000,0.370238,0.390476,0.410714,0.430952,0.451190,0.471429,0.491667,0.511905,0.532143,0.552381,0.572619,0.592857,0.613095,0.633333,0.653571,0.673810,0.694048,0.714286,0.734524,0.754762,0.775000,0.795238,0.815476,0.835714,0.855952,0.876190,0.896429,0.916667,0.936905,0.957143,0.977381,0.997619,1.017857,1.038095,1.058333,1.078571,1.098810,1.119048,1.139286,1.159524,1.179762,1.200000,-2.68931019e-01,-2.68907584e-01,-2.68883569e-01,-2.68859096e-01,-2.68834071e-01,-2.68808467e-01,-2.68782353e-01,-2.68755747e-01,-2.68728401e-01,-2.68700611e-01,-2.68672275e-01,-2.68643094e-01,-2.68613451e-01,-2.68583140e-01,-2.68552224e-01,-2.68520536e-01,-2.68488232e-01,-2.68455195e-01,-2.68421351e-01,-2.68386767e-01,-2.68351353e-01,-2.68315080e-01,-2.68277937e-01,-2.68239859e-01,-2.68201099e-01,-2.68161733e-01,-2.68121001e-01,-2.68078726e-01,-2.68035340e-01,-2.67990719e-01,-2.67944879e-01,-2.67897671e-01,-2.67848992e-01,-2.67798698e-01,-2.67746543e-01,-2.67692120e-01,-2.67634728e-01,-2.67573147e-01,-2.67505013e-01,-2.67426088e-01,-2.67328217e-01,-2.67195955e-01,-2.66999854e-01,-2.66683659e-01,-2.66139807e-01,-2.65162608e-01,-2.63358793e-01,-2.59976758e-01,-2.53580869e-01,-2.41430878e-01,-2.18300779e-01,-1.74233677e-01,-9.02806228e-02,6.95730523e-02,3.73673871e-01,9.51495766e-01,2.04779049e+00,4.12401414e+00,8.04730595e+00,1.54399813e+01,2.93189428e+01,5.52467880e+01,1.03353560e+02,1.91754115e+02,3.51979820e+02,6.36839255e+02,1.13001301e+03,1.95441524e+03,3.27318227e+03,5.27390649e+03,8.13292391e+03,1.19670503e+04,1.67837920e+04,2.24748021e+04,2.88085778e+04,3.54936257e+04,4.21835154e+04,4.85447684e+04,5.43257387e+04,5.93816768e+04,6.36883193e+04,6.73647793e+04,7.05395091e+04,7.33611118e+04,7.59281249e+04,0.564942,0.26817337,79.0195,11.9716,0.477812,0.25055111,300.00,1.000e+17,1.000e+15,1.000e+01,1,2
-0.500000,-0.479762,-0.459524,-0.439286,-0.419048,-0.398810,-0.378571,-0.358333,-0.338095,-0.317857,-0.297619,-0.277381,-0.257143,-0.236905,-0.216667,-0.196429,-0.176190,-0.155952,-0.135714,-0.115476,-0.095238,-0.075000,-0.054762,-0.034524,-0.014286,0.005952,0.026190,0.046429,0.066667,0.086905,0.107143,0.127381,0.147619,0.167857,0.188095,0.208333,0.228571,0.248810,0.269048,0.289286,0.309524,0.329762,0.350000,0.370238,0.390476,0.410714,0.430952,0.451190,0.471429,0.491667,0.511905,0.532143,0.552381,0.572619,0.592857,0.613095,0.633333,0.653571,0.673810,0.694048,0.714286,0.734524,0.754762,0.775000,0.795238,0.815476,0.835714,0.855952,0.876190,0.896429,0.916667,0.936905,0.957143,0.977381,0.997619,1.017857,1.038095,1.058333,1.078571,1.098810,1.119048,1.139286,1.159524,1.179762,1.200000,-2.68979720e-01,-2.68956188e-01,-2.68932040e-01,-2.68907525e-01,-2.68882326e-01,-2.68856618e-01,-2.68830407e-01,-2.68803710e-01,-2.68776215e-01,-2.68748315e-01,-2.68719642e-01,-2.68690486e-01,-2.68660774e-01,-2.68630248e-01,-2.68599184e-01,-2.68567418e-01,-2.68534997e-01,-2.68501777e-01,-2.68467820e-01,-2.68433095e-01,-2.68397520e-01,-2.68361134e-01,-2.68323819e-01,-2.68285625e-01,-2.68246707e-01,-2.68207190e-01,-2.68166301e-01,-2.68123869e-01,-2.68080326e-01,-2.68035563e-01,-2.67989518e-01,-2.67942146e-01,-2.67893204e-01,-2.67842655e-01,-2.67790066e-01,-2.67734923e-01,-2.67676362e-01,-2.67612648e-01,-2.67540550e-01,-2.67454181e-01,-2.67342141e-01,-2.67182796e-01,-2.66934805e-01,-2.66519090e-01,-2.65784320e-01,-2.64440913e-01,-2.61934925e-01,-2.57207237e-01,-2.48234157e-01,-2.31151911e-01,-1.98590061e-01,-1.36503315e-01,-1.81579901e-02,2.07261780e-01,6.36195440e-01,1.45132565e+00,2.99791208e+00,5.92660424e+00,1.14589709e+01,2.18768283e+01,4.14122151e+01,7.78341848e+01,1.45193097e+02,2.68342142e+02,4.89892774e+02,8.79681415e+02,1.54539782e+03,2.64008717e+03,4.35915314e+03,6.91636254e+03,1.04977464e+04,1.52042306e+04,2.09955293e+04,2.76903801e+04,3.49691395e+04,4.24283224e+04,4.96594369e+04,5.62963519e+04,6.21194592e+04,6.70728040e+04,7.12392646e+04,7.48042644e+04,7.79266162e+04,8.07379787e+04,8.33262616e+04,0.554453,0.26821887,78.7332,11.7088,0.467772,0.25030968,300.00,1.000e+17,1.000e+15,3.000e+01,1,2
-0.500000,-0.479762,-0.459524,-0.439286,-0.419048,-0.398810,-0.378571,-0.358333,-0.338095,-0.317857,-0.297619,-0.277381,-0.257143,-0.236905,-0.216667,-0.196429,-0.176190,-0.155952,-0.135714,-0.115476,-0.095238,-0.075000,-0.054762,-0.034524,-0.014286,0.005952,0.026190,0.046429,0.066667,0.086905,0.107143,0.127381,0.147619,0.167857,0.188095,0.208333,0.228571,0.248810,0.269048,0.289286,0.309524,0.329762,0.350000,0.370238,0.390476,0.410714,0.430952,0.451190,0.471429,0.491667,0.511905,0.532143,0.552381,0.572619,0.592857,0.613095,0.633333,0.653571,0.673810,0.694048,0.714286,0.734524,0.754762,0.775000,0.795238,0.815476,0.835714,0.855952,0.876190,0.896429,0.916667,0.936905,0.957143,0.977381,0.997619,1.017857,1.038095,1.058333,1.078571,1.098810,1.119048,1.139286,1.159524,1.179762,1.200000,-2.25952021e-01,-2.25709841e-01,-2.25465413e-01,-2.25218655e-01,-2.24969199e-01,-2.24716556e-01,-2.24460574e-01,-2.24200912e-01,-2.23937148e-01,-2.23668975e-01,-2.23396714e-01,-2.23120412e-01,-2.22840520e-01,-2.22557147e-01,-2.22270395e-01,-2.21980090e-01,-2.21685699e-01,-2.21386647e-01,-2.21082455e-01,-2.20772826e-01,-2.20457467e-01,-2.20136703e-01,-2.19810660e-01,-2.19479549e-01,-2.19143482e-01,-2.18802205e-01,-2.18454499e-01,-2.18099823e-01,-2.17738441e-01,-2.17370307e-01,-2.16995393e-01,-2.16613265e-01,-2.16223126e-01,-2.15824009e-01,-2.15414424e-01,-2.14992505e-01,-2.14555007e-01,-2.14096942e-01,-2.13610021e-01,-2.13081852e-01,-2.12492753e-01,-2.11810706e-01,-2.10981477e-01,-2.09910953e-01,-2.08433492e-01,-2.06254725e-01,-2.02847149e-01,-1.97257692e-01,-1.87750291e-01,-1.71137917e-01,-1.41529138e-01,-8.79713254e-02,9.98290595e-03,1.90612341e-01,5.25688252e-01,1.14985562e+00,2.31564787e+00,4.49619426e+00,8.57610595e+00,1.62038179e+01,3.04352150e+01,5.68908486e+01,1.05786275e+02,1.95360904e+02,3.57324590e+02,6.44729694e+02,1.14157359e+03,1.97113716e+03,3.29690660e+03,5.30666032e+03,8.17659543e+03,1.20229826e+04,1.68522986e+04,2.25549929e+04,2.88980638e+04,3.55888931e+04,4.22799510e+04,4.86373919e+04,5.44105060e+04,5.94565260e+04,6.37534213e+04,6.74215725e+04,7.05900100e+04,7.34070875e+04,7.59709082e+04,0.550673,0.21890312,73.9384,8.9128,0.457930,0.19463315,300.00,1.000e+17,1.000e+17,1.000e+01,1,2
-0.500000,-0.479762,-0.459524,-0.439286,-0.419048,-0.398810,-0.378571,-0.358333,-0.338095,-0.317857,-0.297619,-0.277381,-0.257143,-0.236905,-0.216667,-0.196429,-0.176190,-0.155952,-0.135714,-0.115476,-0.095238,-0.075000,-0.054762,-0.034524,-0.014286,0.005952,0.026190,0.046429,0.066667,0.086905,0.107143,0.127381,0.147619,0.167857,0.188095,0.208333,0.228571,0.248810,0.269048,0.289286,0.309524,0.329762,0.350000,0.370238,0.390476,0.410714,0.430952,0.451190,0.471429,0.491667,0.511905,0.532143,0.552381,0.572619,0.592857,0.613095,0.633333,0.653571,0.673810,0.694048,0.714286,0.734524,0.754762,0.775000,0.795238,0.815476,0.835714,0.855952,0.876190,0.896429,0.916667,0.936905,0.957143,0.977381,0.997619,1.017857,1.038095,1.058333,1.078571,1.098810,1.119048,1.139286,1.159524,1.179762,1.200000,-2.26006443e-01,-2.25764015e-01,-2.25519463e-01,-2.25272553e-01,-2.25023035e-01,-2.24770375e-01,-2.24514346e-01,-2.24254290e-01,-2.23990345e-01,-2.23721907e-01,-2.23449473e-01,-2.23172782e-01,-2.22892675e-01,-2.22609189e-01,-2.22322377e-01,-2.22031856e-01,-2.21737330e-01,-2.21438149e-01,-2.21133764e-01,-2.20823898e-01,-2.20508386e-01,-2.20187381e-01,-2.19861190e-01,-2.19529960e-01,-2.19193777e-01,-2.18852369e-01,-2.18504529e-01,-2.18149710e-01,-2.17788184e-01,-2.17419924e-01,-2.17044857e-01,-2.16662607e-01,-2.16272354e-01,-2.15873025e-01,-2.15463065e-01,-2.15040434e-01,-2.14601859e-01,-2.14141663e-01,-2.13650805e-01,-2.13115136e-01,-2.12511805e-01,-2.11802602e-01,-2.10921408e-01,-2.09751283e-01,-2.08082807e-01,-2.05537709e-01,-2.01427796e-01,-1.94492464e-01,-1.82407570e-01,-1.60862516e-01,-1.21821371e-01,-5.02429825e-02,8.21049811e-02,3.28302851e-01,7.88215353e-01,1.64969686e+00,3.26578955e+00,6.29881574e+00,1.19878125e+01,2.26407006e+01,4.25284476e+01,7.94779047e+01,1.47624510e+02,2.71945203e+02,4.95225975e+02,8.87540916e+02,1.55688002e+03,2.65662130e+03,4.38245757e+03,6.94824219e+03,1.05397385e+04,1.52572042e+04,2.10591856e+04,2.77631886e+04,3.50481565e+04,4.25094524e+04,4.97382738e+04,5.63688401e+04,6.21832768e+04,6.71277193e+04,7.12865367e+04,7.48456950e+04,7.79638935e+04,8.07723583e+04,8.33584858e+04,0.540968,0.21895333,74.0898,8.7757,0.450064,0.19498788,300.00,1.000e+17,1.000e+17,3.000e+01,1,2
-0.500000,-0.479762,-0.459524,-0.439286,-0.419048,-0.398810,-0.378571,-0.358333,-0.338095,-0.317857,-0.297619,-0.277381,-0.257143,-0.236905,-0.216667,-0.196429,-0.176190,-0.155952,-0.135714,-0.115476,-0.095238,-0.075000,-0.054762,-0.034524,-0.014286,0.005952,0.026190,0.046429,0.066667,0.086905,0.107143,0.127381,0.147619,0.167857,0.188095,0.208333,0.228571,0.248810,0.269048,0.289286,0.309524,0.329762,0.350000,0.370238,0.390476,0.410714,0.430952,0.451190,0.471429,0.491667,0.511905,0.532143,0.552381,0.572619,0.592857,0.613095,0.633333,0.653571,0.673810,0.694048,0.714286,0.734524,0.754762,0.775000,0.795238,0.815476,0.835714,0.855952,0.876190,0.896429,0.916667,0.936905,0.957143,0.977381,0.997619,1.017857,1.038095,1.058333,1.078571,1.098810,1.119048,1.139286,1.159524,1.179762,1.200000,-2.58813197e+01,-2.58726500e+01,-2.58638175e+01,-2.58548170e+01,-2.58456433e+01,-2.58362906e+01,-2.58267525e+01,-2.58170232e+01,-2.58070961e+01,-2.57969644e+01,-2.57866208e+01,-2.57760577e+01,-2.57652672e+01,-2.57542409e+01,-2.57429702e+01,-2.57314456e+01,-2.57196573e+01,-2.57075953e+01,-2.56952484e+01,-2.56826053e+01,-2.56696537e+01,-2.56563808e+01,-2.56427730e+01,-2.56288157e+01,-2.56145073e+01,-2.55998426e+01,-2.55847626e+01,-2.55692460e+01,-2.55532925e+01,-2.55368811e+01,-2.55199893e+01,-2.55025929e+01,-2.54846660e+01,-2.54661807e+01,-2.54471071e+01,-2.54274130e+01,-2.54070636e+01,-2.53860212e+01,-2.53642454e+01,-2.53416916e+01,-2.53183122e+01,-2.52940548e+01,-2.52688623e+01,-2.52426725e+01,-2.52154166e+01,-2.51870196e+01,-2.51573983e+01,-2.51264613e+01,-2.50941064e+01,-2.50602207e+01,-2.50246776e+01,-2.49873355e+01,-2.49480347e+01,-2.49065954e+01,-2.48628130e+01,-2.48164538e+01,-2.47672507e+01,-2.47148941e+01,-2.46590258e+01,-2.45992259e+01,-2.45349998e+01,-2.44657589e+01,-2.43907950e+01,-2.43092438e+01,-2.42200338e+01,-2.41217926e+01,-2.40126838e+01,-2.38900482e+01,-2.37495586e+01,-2.35830297e+01,-2.33724751e+01,-2.30735230e+01,-2.25688131e+01,-2.15389655e+01,-1.91220521e+01,-1.31148336e+01,1.41393257e+00,3.28811484e+01,9.01391873e+01,1.76583008e+02,2.89104796e+02,4.22350385e+02,5.71293096e+02,7.32373047e+02,9.03423850e+02,1.036545,25.60419277,81.5507,21.6435,0.946253,22.87283630,200.00,1.000e+15,1.000e+15,1.000e+01,100,2
-0.500000,-0.479762,-0.459524,-0.439286,-0.419048,-0.398810,-0.378571,-0.358333,-0.338095,-0.317857,-0.297619,-0.277381,-0.257143,-0.236905,-0.216667,-0.196429,-0.176190,-0.155952,-0.135714,-0.115476,-0.095238,-0.075000,-0.054762,-0.034524,-0.014286,0.005952,0.026190,0.046429,0.066667,0.086905,0.107143,0.127381,0.147619,0.167857,0.188095,0.208333,0.228571,0.248810,0.269048,0.289286,0.309524,0.329762,0.350000,0.370238,0.390476,0.410714,0.430952,0.451190,0.471429,0.491667,0.511905,0.532143,0.552381,0.572619,0.592857,0.613095,0.633333,0.653571,0.673810,0.694048,0.714286,0.734524,0.754762,0.775000,0.795238,0.815476,0.835714,0.855952,0.876190,0.896429,0.916667,0.936905,0.957143,0.977381,0.997619,1.017857,1.038095,1.058333,1.078571,1.098810,1.119048,1.139286,1.159524,1.179762,1.200000,-2.58831948e+01,-2.58745174e+01,-2.58656770e+01,-2.58566685e+01,-2.58474868e+01,-2.58381253e+01,-2.58285787e+01,-2.58188408e+01,-2.58089048e+01,-2.57987639e+01,-2.57884110e+01,-2.57778384e+01,-2.57670381e+01,-2.57560019e+01,-2.57447209e+01,-2.57331858e+01,-2.57213869e+01,-2.57093139e+01,-2.56969557e+01,-2.56843011e+01,-2.56713377e+01,-2.56580527e+01,-2.56444324e+01,-2.56304623e+01,-2.56161361e+01,-2.56014444e+01,-2.55863428e+01,-2.55708110e+01,-2.55548419e+01,-2.55384146e+01,-2.55215063e+01,-2.55040928e+01,-2.54861482e+01,-2.54676447e+01,-2.54485522e+01,-2.54288386e+01,-2.54084690e+01,-2.53874057e+01,-2.53656080e+01,-2.53430316e+01,-2.53196287e+01,-2.52953469e+01,-2.52701290e+01,-2.52439124e+01,-2.52166285e+01,-2.51882025e+01,-2.51585506e+01,-2.51275815e+01,-2.50951930e+01,-2.50612717e+01,-2.50256910e+01,-2.49883090e+01,-2.49489660e+01,-2.49074818e+01,-2.48636513e+01,-2.48172408e+01,-2.47679821e+01,-2.47155660e+01,-2.46596325e+01,-2.45997624e+01,-2.45354587e+01,-2.44661319e+01,-2.43910716e+01,-2.43094104e+01,-2.42200669e+01,-2.41216480e+01,-2.40122563e+01,-2.38890583e+01,-2.37472156e+01,-2.35770246e+01,-2.33559819e+01,-2.30262907e+01,-2.24310863e+01,-2.11371707e+01,-1.79681268e+01,-9.92513642e+00,9.58921354e+00,5.13727112e+01,1.25801278e+02,2.35756254e+02,3.76566155e+02,5.41136944e+02,7.23290704e+02,9.18529129e+02,1.12359552e+03,1.029599,25.60580340,81.8528,21.5794,0.941075,22.93062127,200.00,1.000e+15,1.000e+15,3.000e+01,100,2
-0.500000,-0.479762,-0.459524,-0.439286,-0.419048,-0.398810,-0.378571,-0.358333,-0.338095,-0.317857,-0.297619,-0.277381,-0.257143,-0.236905,-0.216667,-0.196429,-0.176190,-0.155952,-0.135714,-0.115476,-0.095238,-0.075000,-0.054762,-0.034524,-0.014286,0.005952,0.026190,0.046429,0.066667,0.086905,0.107143,0.127381,0.147619,0.167857,0.188095,0.208333,0.228571,0.248810,0.269048,0.289286,0.309524,0.329762,0.350000,0.370238,0.390476,0.410714,0.430952,0.451190,0.471429,0.491667,0.511905,0.532143,0.552381,0.572619,0.592857,0.613095,0.633333,0.653571,0.673810,0.694048,0.714286,0.734524,0.754762,0.775000,0.795238,0.815476,0.835714,0.855952,0.876190,0.896429,0.916667,0.936905,0.957143,0.977381,0.997619,1.017857,1.038095,1.058333,1.078571,1.098810,1.119048,1.139286,1.159524,1.179762,1.200000,-2.50411349e+01,-2.50258572e+01,-2.50102665e+01,-2.49943522e+01,-2.49781029e+01,-2.49615072e+01,-2.49445522e+01,-2.49272252e+01,-2.49095127e+01,-2.48914001e+01,-2.48728728e+01,-2.48539143e+01,-2.48345081e+01,-2.48146365e+01,-2.47942809e+01,-2.47734213e+01,-2.47520367e+01,-2.47301055e+01,-2.47076041e+01,-2.46845078e+01,-2.46607901e+01,-2.46364232e+01,-2.46113772e+01,-2.45856202e+01,-2.45591480e+01,-2.45319496e+01,-2.45038958e+01,-2.44749376e+01,-2.44450749e+01,-2.44142603e+01,-2.43824429e+01,-2.43495677e+01,-2.43155755e+01,-2.42804028e+01,-2.42439810e+01,-2.42062359e+01,-2.41670874e+01,-2.41264476e+01,-2.40842207e+01,-2.40403021e+01,-2.39945775e+01,-2.39469226e+01,-2.38972003e+01,-2.38452594e+01,-2.37909316e+01,-2.37340305e+01,-2.36743489e+01,-2.36116568e+01,-2.35456977e+01,-2.34761807e+01,-2.34027773e+01,-2.33251146e+01,-2.32427695e+01,-2.31552588e+01,-2.30620225e+01,-2.29624088e+01,-2.28556570e+01,-2.27408742e+01,-2.26169975e+01,-2.24827464e+01,-2.23365685e+01,-2.21765494e+01,-2.20002673e+01,-2.18045680e+01,-2.15851386e+01,-2.13356332e+01,-2.10458206e+01,-2.06975457e+01,-2.02562111e+01,-1.96536110e+01,-1.87544239e+01,-1.72904800e+01,-1.47293986e+01,-1.00136794e+01,-1.08154440e+00,1.58281043e+01,4.65753803e+01,9.79760430e+01,1.74596204e+02,2.76533532e+02,4.00397758e+02,5.41589622e+02,6.96096999e+02,8.60781823e+02,1.03272845e+03,0.999271,24.54002451,72.3976,17.7534,0.870914,20.38484077,200.00,1.000e+15,1.000e+17,1.000e+01,100,2
-0.500000,-0.479762,-0.459524,-0.439286,-0.419048,-0.398810,-0.378571,-0.358333,-0.338095,-0.317857,-0.297619,-0.277381,-0.257143,-0.236905,-0.216667,-0.196429,-0.176190,-0.155952,-0.135714,-0.115476,-0.095238,-0.075000,-0.054762,-0.034524,-0.014286,0.005952,0.026190,0.046429,0.066667,0.086905,0.107143,0.127381,0.147619,0.167857,0.188095,0.208333,0.228571,0.248810,0.269048,0.289286,0.309524,0.329762,0.350000,0.370238,0.390476,0.410714,0.430952,0.451190,0.471429,0.491667,0.511905,0.532143,0.552381,0.572619,0.592857,0.613095,0.633333,0.653571,0.673810,0.694048,0.714286,0.734524,0.754762,0.775000,0.795238,0.815476,0.835714,0.855952,0.876190,0.896429,0.916667,0.936905,0.957143,0.977381,0.997619,1.017857,1.038095,1.058333,1.078571,1.098810,1.119048,1.139286,1.159524,1.179762,1.200000,-2.51242530e+01,-2.51096043e+01,-2.50946573e+01,-2.50794019e+01,-2.50638274e+01,-2.50479224e+01,-2.50316755e+01,-2.50150744e+01,-2.49981060e+01,-2.49807570e+01,-2.49630129e+01,-2.49448587e+01,-2.49262787e+01,-2.49072558e+01,-2.48877726e+01,-2.48678101e+01,-2.48473488e+01,-2.48263679e+01,-2.48048453e+01,-2.47827576e+01,-2.47600799e+01,-2.47367859e+01,-2.47128470e+01,-2.46882335e+01,-2.46629339e+01,-2.46369314e+01,-2.46101271e+01,-2.45824771e+01,-2.45539702e+01,-2.45245618e+01,-2.44942038e+01,-2.44628443e+01,-2.44304279e+01,-2.43968948e+01,-2.43621811e+01,-2.43262172e+01,-2.42889276e+01,-2.42502295e+01,-2.42100329e+01,-2.41682390e+01,-2.41247413e+01,-2.40794237e+01,-2.40321580e+01,-2.39828017e+01,-2.39311963e+01,-2.38771669e+01,-2.38205200e+01,-2.37610416e+01,-2.36984912e+01,-2.36325957e+01,-2.35630457e+01,-2.34894919e+01,-2.34115401e+01,-2.33287371e+01,-2.32405550e+01,-2.31463794e+01,-2.30454984e+01,-2.29370735e+01,-2.28201004e+01,-2.26933712e+01,-2.25554212e+01,-2.24044343e+01,-2.22380988e+01,-2.20533827e+01,-2.18460733e+01,-2.16098407e+01,-2.13342359e+01,-2.10003847e+01,-2.05720842e+01,-1.99780284e+01,-1.90765640e+01,-1.75838731e+01,-1.49239344e+01,-9.91585905e+00,-1.66755913e-01,1.88765464e+01,5.46005731e+01,1.15831154e+02,2.08441616e+02,3.32305028e+02,4.82751959e+02,6.53905745e+02,8.40032497e+02,1.03779782e+03,1.24321633e+03,0.997853,24.64465214,73.3043,18.0268,0.873206,20.64437720,200.00,1.000e+15,1.000e+17,3.000e+01,100,2
-0.500000,-0.479762,-0.459524,-0.439286,-0.419048,-0.398810,-0.378571,-0.358333,-0.338095,-0.317857,-0.297619,-0.277381,-0.257143,-0.236905,-0.216667,-0.196429,-0.176190,-0.155952,-0.135714,-0.115476,-0.095238,-0.075000,-0.054762,-0.034524,-0.014286,0.005952,0.026190,0.046429,0.066667,0.086905,0.107143,0.127381,0.147619,0.167857,0.188095,0.208333,0.228571,0.248810,0.269048,0.289286,0.309524,0.329762,0.350000,0.370238,0.390476,0.410714,0.430952,0.451190,0.471429,0.491667,0.511905,0.532143,0.552381,0.572619,0.592857,0.613095,0.633333,0.653571,0.673810,0.694048,0.714286,0.734524,0.754762,0.775000,0.795238,0.815476,0.835714,0.855952,0.876190,0.896429,0.916667,0.936905,0.957143,0.977381,0.997619,1.017857,1.038095,1.058333,1.078571,1.098810,1.119048,1.139286,1.159524,1.179762,1.200000,-2.70071047e+01,-2.70052448e+01,-2.70033536e+01,-2.70014293e+01,-2.69994696e+01,-2.69974768e+01,-2.69967897e+01,-2.69946616e+01,-2.69924899e+01,-2.69902739e+01,-2.69880130e+01,-2.69857072e+01,-2.69833567e+01,-2.69809623e+01,-2.69785255e+01,-2.69760473e+01,-2.69735285e+01,-2.69709753e+01,-2.69698726e+01,-2.69670637e+01,-2.69642083e+01,-2.69613055e+01,-2.69583544e+01,-2.69553590e+01,-2.69530887e+01,-2.69473787e+01,-2.69446445e+01,-2.69413596e+01,-2.69404473e+01,-2.69376935e+01,-2.69351579e+01,-2.69324894e+01,-2.69296668e+01,-2.69245740e+01,-2.69211565e+01,-2.69176254e+01,-2.69139800e+01,-2.69102244e+01,-2.69063629e+01,-2.69023997e+01,-2.68983366e+01,-2.68961067e+01,-2.68915871e+01,-2.68869500e+01,-2.68821992e+01,-2.68773344e+01,-2.68723502e+01,-2.68672376e+01,-2.68619829e+01,-2.68565691e+01,-2.68509766e+01,-2.68451844e+01,-2.68391714e+01,-2.68329145e+01,-2.68263874e+01,-2.68195606e+01,-2.68124006e+01,-2.68074219e+01,-2.67990937e+01,-2.67903038e+01,-2.67808801e+01,-2.67704512e+01,-2.67581275e+01,-2.67416623e+01,-2.67152470e+01,-2.66637213e+01,-2.65474163e+01,-2.62626253e+01,-2.55389757e+01,-2.36747415e+01,-1.88607471e+01,-6.48034424e+00,2.50486685e+01,1.03929709e+02,2.95314505e+02,7.36369768e+02,1.67511314e+03,3.46482995e+03,6.45146944e+03,1.07824672e+04,1.62964973e+04,2.25726136e+04,2.90546062e+04,3.51792875e+04,4.05201407e+04,0.942260,26.94941516,88.6420,22.5092,0.863206,26.07626018,200.00,1.000e+17,1.000e+15,1.000e+01,100,2
-0.500000,-0.479762,-0.459524,-0.439286,-0.419048,-0.398810,-0.378571,-0.358333,-0.338095,-0.317857,-0.297619,-0.277381,-0.257143,-0.236905,-0.216667,-0.196429,-0.176190,-0.155952,-0.135714,-0.115476,-0.095238,-0.075000,-0.054762,-0.034524,-0.014286,0.005952,0.026190,0.046429,0.066667,0.086905,0.107143,0.127381,0.147619,0.167857,0.188095,0.208333,0.228571,0.248810,0.269048,0.289286,0.309524,0.329762,0.350000,0.370238,0.390476,0.410714,0.430952,0.451190,0.471429,0.491667,0.511905,0.532143,0.552381,0.572619,0.592857,0.613095,0.633333,0.653571,0.673810,0.694048,0.714286,0.734524,0.754762,0.775000,0.795238,0.815476,0.835714,0.855952,0.876190,0.896429,0.916667,0.936905,0.957143,0.977381,0.997619,1.017857,1.038095,1.058333,1.078571,1.098810,1.119048,1.139286,1.159524,1.179762,1.200000,-2.70111786e+01,-2.70093065e+01,-2.70074031e+01,-2.70054665e+01,-2.70034944e+01,-2.70014890e+01,-2.70007867e+01,-2.69986457e+01,-2.69964609e+01,-2.69942312e+01,-2.69919563e+01,-2.69896359e+01,-2.69872706e+01,-2.69848614e+01,-2.69824098e+01,-2.69799170e+01,-2.69773841e+01,-2.69748169e+01,-2.69736968e+01,-2.69708743e+01,-2.69680051e+01,-2.69650883e+01,-2.69621230e+01,-2.69591128e+01,-2.69568248e+01,-2.69511094e+01,-2.69483602e+01,-2.69450685e+01,-2.69441366e+01,-2.69413561e+01,-2.69388030e+01,-2.69361172e+01,-2.69332772e+01,-2.69281693e+01,-2.69247349e+01,-2.69211863e+01,-2.69175235e+01,-2.69137502e+01,-2.69098714e+01,-2.69058910e+01,-2.69018107e+01,-2.68995567e+01,-2.68950200e+01,-2.68903653e+01,-2.68855968e+01,-2.68807138e+01,-2.68757114e+01,-2.68705804e+01,-2.68653072e+01,-2.68598743e+01,-2.68542620e+01,-2.68484497e+01,-2.68424162e+01,-2.68361382e+01,-2.68295896e+01,-2.68227401e+01,-2.68155553e+01,-2.68105033e+01,-2.68021347e+01,-2.67932754e+01,-2.67837052e+01,-2.67729257e+01,-2.67597111e+01,-2.67409246e+01,-2.67084050e+01,-2.66407898e+01,-2.64821097e+01,-2.60859490e+01,-2.50705455e+01,-2.24454420e+01,-1.56601986e+01,1.77463745e+00,4.60401432e+01,1.56061856e+02,4.19825767e+02,1.01631822e+03,2.25435762e+03,4.54819270e+03,8.26773305e+03,1.35153987e+04,2.00164261e+04,2.71938609e+04,3.43351904e+04,4.07882947e+04,4.61783892e+04,0.935297,26.95314617,88.5723,22.3284,0.856130,26.08055291,200.00,1.000e+17,1.000e+15,3.000e+01,100,2
