V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31,I32,I33,I34,I35,I36,I37,I38,I39,I40,I41,I42,I43,I44,I45,I46,I47,I48,I49,I50,I51,I52,I53,I54,I55,I56,I57,I58,I59,I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,I70,I71,I72,I73,I74,I75,I76,I77,I78,I79,I80,I81,I82,I83,I84,I85,Voc,Jsc,FF,eta,V_MPP,J_MPP,T,N_A,N_t,mu_h,intensity,ID_def
-0.500000,-0.479762,-0.459524,-0.439286,-0.419048,-0.398810,-0.378571,-0.358333,-0.338095,-0.317857,-0.297619,-0.277381,-0.257143,-0.236905,-0.216667,-0.196429,-0.176190,-0.155952,-0.135714,-0.115476,-0.095238,-0.075000,-0.054762,-0.034524,-0.014286,0.005952,0.026190,0.046429,0.066667,0.086905,0.107143,0.127381,0.147619,0.167857,0.188095,0.208333,0.228571,0.248810,0.269048,0.289286,0.309524,0.329762,0.350000,0.370238,0.390476,0.410714,0.430952,0.451190,0.471429,0.491667,0.511905,0.532143,0.552381,0.572619,0.592857,0.613095,0.633333,0.653571,0.673810,0.694048,0.714286,0.734524,0.754762,0.775000,0.795238,0.815476,0.835714,0.855952,0.876190,0.896429,0.916667,0.936905,0.957143,0.977381,0.997619,1.017857,1.038095,1.058333,1.078571,1.098810,1.119048,1.139286,1.159524,1.179762,1.200000,-2.41035748e+00,-2.40775574e+00,-2.40509006e+00,-2.40235803e+00,-2.39955699e+00,-2.39668405e+00,-2.39373625e+00,-2.39071010e+00,-2.38760187e+00,-2.38440790e+00,-2.38112341e+00,-2.37775732e+00,-2.37427912e+00,-2.37069625e+00,-2.36700320e+00,-2.36319409e+00,-2.35926258e+00,-2.35520193e+00,-2.35100502e+00,-2.34666437e+00,-2.34217206e+00,-2.33751962e+00,-2.33269789e+00,-2.32769678e+00,-2.32249024e+00,-2.31711633e+00,-2.31149969e+00,-2.30565730e+00,-2.29956676e+00,-2.29320931e+00,-2.28656390e+00,-2.27960699e+00,-2.27231273e+00,-2.26465278e+00,-2.25659582e+00,-2.24810660e+00,-2.23914501e+00,-2.22966462e+00,-2.21961057e+00,-2.20891607e+00,-2.19749564e+00,-2.18523528e+00,-2.17197583e+00,-2.15748375e+00,-2.14140026e+00,-2.12315565e+00,-2.10183456e+00,-2.07602387e+00,-2.04327767e+00,-1.99998921e+00,-1.94051105e+00,-1.85622252e+00,-1.73399991e+00,-1.55379029e+00,-1.28475641e+00,-8.79221805e-01,-2.63230622e-01,6.78097553e-01,2.12325580e+00,4.34973308e+00,7.78765136e+00,1.31002939e+01,2.12980540e+01,3.38850324e+01,5.30073765e+01,8.15467314e+01,1.22988125e+02,1.81012881e+02,2.58657823e+02,3.57663527e+02,4.78181984e+02,6.18994957e+02,7.78083912e+02,9.52696695e+02,1.14060753e+03,1.34005490e+03,1.54811000e+03,1.76359683e+03,1.98506597e+03,2.21108162e+03,2.44090812e+03,2.67356422e+03,2.90828804e+03,3.14443163e+03,3.38144349e+03,0.639750,2.31871427,66.9869,9.9368,0.515956,1.92590396,300.00,1.000e+15,1.000e+17,1.000e+01,10,2
-0.500000,-0.479762,-0.459524,-0.439286,-0.419048,-0.398810,-0.378571,-0.358333,-0.338095,-0.317857,-0.297619,-0.277381,-0.257143,-0.236905,-0.216667,-0.196429,-0.176190,-0.155952,-0.135714,-0.115476,-0.095238,-0.075000,-0.054762,-0.034524,-0.014286,0.005952,0.026190,0.046429,0.066667,0.086905,0.107143,0.127381,0.147619,0.167857,0.188095,0.208333,0.228571,0.248810,0.269048,0.289286,0.309524,0.329762,0.350000,0.370238,0.390476,0.410714,0.430952,0.451190,0.471429,0.491667,0.511905,0.532143,0.552381,0.572619,0.592857,0.613095,0.633333,0.653571,0.673810,0.694048,0.714286,0.734524,0.754762,0.775000,0.795238,0.815476,0.835714,0.855952,0.876190,0.896429,0.916667,0.936905,0.957143,0.977381,0.997619,1.017857,1.038095,1.058333,1.078571,1.098810,1.119048,1.139286,1.159524,1.179762,1.200000,-2.42636938e+00,-2.42398720e+00,-2.42154795e+00,-2.41904969e+00,-2.41649006e+00,-2.41386624e+00,-2.41118403e+00,-2.40842377e+00,-2.40559028e+00,-2.40268006e+00,-2.39968940e+00,-2.39661441e+00,-2.39345098e+00,-2.39019474e+00,-2.38684096e+00,-2.38338457e+00,-2.37982012e+00,-2.37614184e+00,-2.37234369e+00,-2.36841932e+00,-2.36436195e+00,-2.36016423e+00,-2.35581803e+00,-2.35131425e+00,-2.34663186e+00,-2.34179707e+00,-2.33675228e+00,-2.33150789e+00,-2.32604499e+00,-2.32034701e+00,-2.31439546e+00,-2.30817001e+00,-2.30164857e+00,-2.29480695e+00,-2.28761803e+00,-2.28005072e+00,-2.27206898e+00,-2.26363068e+00,-2.25468542e+00,-2.24516992e+00,-2.23500118e+00,-2.22406570e+00,-2.21220132e+00,-2.19916439e+00,-2.18457403e+00,-2.16782406e+00,-2.14798421e+00,-2.12344970e+00,-2.09184683e+00,-2.04944238e+00,-1.99052223e+00,-1.90639600e+00,-1.78383593e+00,-1.60258385e+00,-1.33139215e+00,-9.21791901e-01,-2.98332231e-01,6.56683289e-01,2.12715724e+00,4.40082405e+00,7.92813406e+00,1.34120583e+01,2.19405459e+01,3.51662844e+01,5.55109544e+01,8.63280291e+01,1.31834019e+02,1.96660611e+02,2.84853737e+02,3.98906716e+02,5.39175023e+02,7.04429240e+02,8.91379519e+02,1.09718341e+03,1.31863420e+03,1.55327623e+03,1.79764267e+03,2.05003400e+03,2.30859875e+03,2.57132991e+03,2.83772586e+03,3.10634308e+03,3.37625969e+03,3.64670599e+03,3.91704376e+03,0.640457,2.34323489,67.9375,10.1957,0.517379,1.97063510,300.00,1.000e+15,1.000e+17,3.000e+01,10,2
-0.500000,-0.479762,-0.459524,-0.439286,-0.419048,-0.398810,-0.378571,-0.358333,-0.338095,-0.317857,-0.297619,-0.277381,-0.257143,-0.236905,-0.216667,-0.196429,-0.176190,-0.155952,-0.135714,-0.115476,-0.095238,-0.075000,-0.054762,-0.034524,-0.014286,0.005952,0.026190,0.046429,0.066667,0.086905,0.107143,0.127381,0.147619,0.167857,0.188095,0.208333,0.228571,0.248810,0.269048,0.289286,0.309524,0.329762,0.350000,0.370238,0.390476,0.410714,0.430952,0.451190,0.471429,0.491667,0.511905,0.532143,0.552381,0.572619,0.592857,0.613095,0.633333,0.653571,0.673810,0.694048,0.714286,0.734524,0.754762,0.775000,0.795238,0.815476,0.835714,0.855952,0.876190,0.896429,0.916667,0.936905,0.957143,0.977381,0.997619,1.017857,1.038095,1.058333,1.078571,1.098810,1.119048,1.139286,1.159524,1.179762,1.200000,-2.68935305e+00,-2.68911425e+00,-2.68887047e+00,-2.68862165e+00,-2.68836791e+00,-2.68810887e+00,-2.68784473e+00,-2.68757528e+00,-2.68730046e+00,-2.68702011e+00,-2.68673405e+00,-2.68644205e+00,-2.68614411e+00,-2.68583997e+00,-2.68529965e+00,-2.68500546e+00,-2.68470250e+00,-2.68439064e+00,-2.68406969e+00,-2.68373952e+00,-2.68339988e+00,-2.68305052e+00,-2.68269117e+00,-2.68232158e+00,-2.68196470e+00,-2.68163880e+00,-2.68126746e+00,-2.68084107e+00,-2.68040414e+00,-2.67995594e+00,-2.67949587e+00,-2.67902316e+00,-2.67853706e+00,-2.67803674e+00,-2.67752116e+00,-2.67698905e+00,-2.67643895e+00,-2.67586859e+00,-2.67527448e+00,-2.67465129e+00,-2.67399004e+00,-2.67327343e+00,-2.67247082e+00,-2.67152421e+00,-2.67032438e+00,-2.66866372e+00,-2.66614636e+00,-2.66201878e+00,-2.65484245e+00,-2.64187386e+00,-2.61788364e+00,-2.57291064e+00,-2.48800111e+00,-2.32713425e+00,-2.02195499e+00,-1.44297811e+00,-3.45430636e-01,1.73217633e+00,5.65704329e+00,1.30515977e+01,2.69329536e+01,5.28641022e+01,1.00975813e+02,1.89384246e+02,3.49622465e+02,6.34503395e+02,1.12771256e+03,1.95217082e+03,3.27102087e+03,5.27186000e+03,8.13102362e+03,1.19653202e+04,1.67822473e+04,2.24734459e+04,2.88074076e+04,3.54926319e+04,4.21826873e+04,4.85440930e+04,5.43251979e+04,5.93812484e+04,6.36879792e+04,6.73645039e+04,7.05392795e+04,7.33609140e+04,7.59279497e+04,0.637475,2.68173144,80.5110,13.7637,0.545839,2.52155912,300.00,1.000e+17,1.000e+15,1.000e+01,10,2
-0.500000,-0.479762,-0.459524,-0.439286,-0.419048,-0.398810,-0.378571,-0.358333,-0.338095,-0.317857,-0.297619,-0.277381,-0.257143,-0.236905,-0.216667,-0.196429,-0.176190,-0.155952,-0.135714,-0.115476,-0.095238,-0.075000,-0.054762,-0.034524,-0.014286,0.005952,0.026190,0.046429,0.066667,0.086905,0.107143,0.127381,0.147619,0.167857,0.188095,0.208333,0.228571,0.248810,0.269048,0.289286,0.309524,0.329762,0.350000,0.370238,0.390476,0.410714,0.430952,0.451190,0.471429,0.491667,0.511905,0.532143,0.552381,0.572619,0.592857,0.613095,0.633333,0.653571,0.673810,0.694048,0.714286,0.734524,0.754762,0.775000,0.795238,0.815476,0.835714,0.855952,0.876190,0.896429,0.916667,0.936905,0.957143,0.977381,0.997619,1.017857,1.038095,1.058333,1.078571,1.098810,1.119048,1.139286,1.159524,1.179762,1.200000,-2.68984166e+00,-2.68960146e+00,-2.68935659e+00,-2.68910645e+00,-2.68885143e+00,-2.68859108e+00,-2.68832580e+00,-2.68805505e+00,-2.68777890e+00,-2.68749731e+00,-2.68720990e+00,-2.68691666e+00,-2.68661739e+00,-2.68631191e+00,-2.68577132e+00,-2.68547559e+00,-2.68517125e+00,-2.68485798e+00,-2.68453559e+00,-2.68420398e+00,-2.68386289e+00,-2.68351207e+00,-2.68315124e+00,-2.68278016e+00,-2.68242161e+00,-2.68209374e+00,-2.68172069e+00,-2.68129281e+00,-2.68085434e+00,-2.68040462e+00,-2.67994294e+00,-2.67946862e+00,-2.67898082e+00,-2.67847877e+00,-2.67796126e+00,-2.67742700e+00,-2.67687413e+00,-2.67630005e+00,-2.67570046e+00,-2.67506835e+00,-2.67439121e+00,-2.67364590e+00,-2.67278968e+00,-2.67174202e+00,-2.67034955e+00,-2.66832081e+00,-2.66509980e+00,-2.65962501e+00,-2.64986990e+00,-2.63196765e+00,-2.59854453e+00,-2.53555135e+00,-2.41624979e+00,-2.18981767e+00,-1.75980824e+00,-9.43527000e-01,6.04307041e-01,3.53437803e+00,9.06832041e+00,1.94880762e+01,3.90259231e+01,7.54513669e+01,1.42815607e+02,2.65972972e+02,4.87537973e+02,8.77350827e+02,1.54310700e+03,2.63785860e+03,4.35701536e+03,6.91434846e+03,1.04958874e+04,1.52025497e+04,2.09940414e+04,2.76890875e+04,3.49680388e+04,4.24274054e+04,4.96586898e+04,5.62957570e+04,6.21189926e+04,6.70724384e+04,7.12389734e+04,7.48040250e+04,7.79264125e+04,8.07377999e+04,8.33261010e+04,0.626501,2.68218699,80.3265,13.4980,0.535641,2.51997453,300.00,1.000e+17,1.000e+15,3.000e+01,10,2
-0.500000,-0.479762,-0.459524,-0.439286,-0.419048,-0.398810,-0.378571,-0.358333,-0.338095,-0.317857,-0.297619,-0.277381,-0.257143,-0.236905,-0.216667,-0.196429,-0.176190,-0.155952,-0.135714,-0.115476,-0.095238,-0.075000,-0.054762,-0.034524,-0.014286,0.005952,0.026190,0.046429,0.066667,0.086905,0.107143,0.127381,0.147619,0.167857,0.188095,0.208333,0.228571,0.248810,0.269048,0.289286,0.309524,0.329762,0.350000,0.370238,0.390476,0.410714,0.430952,0.451190,0.471429,0.491667,0.511905,0.532143,0.552381,0.572619,0.592857,0.613095,0.633333,0.653571,0.673810,0.694048,0.714286,0.734524,0.754762,0.775000,0.795238,0.815476,0.835714,0.855952,0.876190,0.896429,0.916667,0.936905,0.957143,0.977381,0.997619,1.017857,1.038095,1.058333,1.078571,1.098810,1.119048,1.139286,1.159524,1.179762,1.200000,-2.25951816e+00,-2.25707340e+00,-2.25459997e+00,-2.25210027e+00,-2.24957633e+00,-2.24702806e+00,-2.24445475e+00,-2.24185408e+00,-2.23922315e+00,-2.23655838e+00,-2.23385636e+00,-2.23111376e+00,-2.22832883e+00,-2.22550064e+00,-2.22240030e+00,-2.21951198e+00,-2.21658190e+00,-2.21360986e+00,-2.21059369e+00,-2.20753005e+00,-2.20441453e+00,-2.20124324e+00,-2.19801338e+00,-2.19472419e+00,-2.19139976e+00,-2.18805994e+00,-2.18462886e+00,-2.18109527e+00,-2.17750025e+00,-2.17383933e+00,-2.17010887e+00,-2.16630701e+00,-2.16243261e+00,-2.15848361e+00,-2.15445593e+00,-2.15034359e+00,-2.14614040e+00,-2.14183941e+00,-2.13743186e+00,-2.13290259e+00,-2.12822827e+00,-2.12337169e+00,-2.11827371e+00,-2.11283609e+00,-2.10688875e+00,-2.10013182e+00,-2.09203108e+00,-2.08162571e+00,-2.06717050e+00,-2.04546890e+00,-2.01061945e+00,-1.95165934e+00,-1.84813032e+00,-1.66174173e+00,-1.32070764e+00,-6.90366922e-01,4.81839329e-01,2.66907411e+00,6.75600262e+00,1.43911506e+01,2.86305628e+01,5.50950810e+01,1.04000791e+02,1.93588049e+02,3.55567849e+02,6.42995871e+02,1.13987307e+03,1.96948525e+03,3.29532325e+03,5.30516898e+03,8.17521879e+03,1.20217375e+04,1.68511949e+04,2.25540313e+04,2.88972407e+04,3.55881994e+04,4.22793770e+04,4.86369263e+04,5.44101346e+04,5.94562323e+04,6.37531880e+04,6.74213829e+04,7.05898513e+04,7.34069501e+04,7.59707857e+04,0.626089,2.18904384,75.7810,10.3861,0.530937,1.95617642,300.00,1.000e+17,1.000e+17,1.000e+01,10,2
-0.500000,-0.479762,-0.459524,-0.439286,-0.419048,-0.398810,-0.378571,-0.358333,-0.338095,-0.317857,-0.297619,-0.277381,-0.257143,-0.236905,-0.216667,-0.196429,-0.176190,-0.155952,-0.135714,-0.115476,-0.095238,-0.075000,-0.054762,-0.034524,-0.014286,0.005952,0.026190,0.046429,0.066667,0.086905,0.107143,0.127381,0.147619,0.167857,0.188095,0.208333,0.228571,0.248810,0.269048,0.289286,0.309524,0.329762,0.350000,0.370238,0.390476,0.410714,0.430952,0.451190,0.471429,0.491667,0.511905,0.532143,0.552381,0.572619,0.592857,0.613095,0.633333,0.653571,0.673810,0.694048,0.714286,0.734524,0.754762,0.775000,0.795238,0.815476,0.835714,0.855952,0.876190,0.896429,0.916667,0.936905,0.957143,0.977381,0.997619,1.017857,1.038095,1.058333,1.078571,1.098810,1.119048,1.139286,1.159524,1.179762,1.200000,-2.26017516e+00,-2.25772427e+00,-2.25524580e+00,-2.25274242e+00,-2.25021514e+00,-2.24766452e+00,-2.24508926e+00,-2.24248654e+00,-2.23985287e+00,-2.23718469e+00,-2.23447814e+00,-2.23173040e+00,-2.22893944e+00,-2.22610529e+00,-2.22300042e+00,-2.22010727e+00,-2.21717319e+00,-2.21419773e+00,-2.21117828e+00,-2.20811103e+00,-2.20499127e+00,-2.20181500e+00,-2.19857966e+00,-2.19528495e+00,-2.19195523e+00,-2.18861041e+00,-2.18517498e+00,-2.18163735e+00,-2.17803800e+00,-2.17437226e+00,-2.17063687e+00,-2.16683012e+00,-2.16295105e+00,-2.15899765e+00,-2.15496535e+00,-2.15084811e+00,-2.14663956e+00,-2.14233251e+00,-2.13791712e+00,-2.13337692e+00,-2.12868488e+00,-2.12379772e+00,-2.11864466e+00,-2.11310437e+00,-2.10696329e+00,-2.09983731e+00,-2.09103152e+00,-2.07927777e+00,-2.06224239e+00,-2.03560570e+00,-1.99132175e+00,-1.91433976e+00,-1.77641650e+00,-1.52446052e+00,-1.05859349e+00,-1.90944877e-01,1.43155119e+00,4.47124997e+00,1.01672430e+01,2.08275455e+01,4.07232980e+01,7.76816735e+01,1.45838708e+02,2.70172079e+02,4.93470099e+02,8.85809593e+02,1.55518477e+03,2.65497878e+03,4.38088880e+03,6.94677131e+03,1.05383882e+04,1.52559905e+04,2.10581180e+04,2.77622672e+04,3.50473769e+04,4.25088068e+04,4.97377505e+04,5.63684249e+04,6.21829517e+04,6.71274644e+04,7.12863333e+04,7.48455271e+04,7.79637501e+04,8.07722317e+04,8.33583716e+04,0.616067,2.18959575,75.7770,10.2218,0.521965,1.95834052,300.00,1.000e+17,1.000e+17,3.000e+01,10,2
-0.500000,-0.479762,-0.459524,-0.439286,-0.419048,-0.398810,-0.378571,-0.358333,-0.338095,-0.317857,-0.297619,-0.277381,-0.257143,-0.236905,-0.216667,-0.196429,-0.176190,-0.155952,-0.135714,-0.115476,-0.095238,-0.075000,-0.054762,-0.034524,-0.014286,0.005952,0.026190,0.046429,0.066667,0.086905,0.107143,0.127381,0.147619,0.167857,0.188095,0.208333,0.228571,0.248810,0.269048,0.289286,0.309524,0.329762,0.350000,0.370238,0.390476,0.410714,0.430952,0.451190,0.471429,0.491667,0.511905,0.532143,0.552381,0.572619,0.592857,0.613095,0.633333,0.653571,0.673810,0.694048,0.714286,0.734524,0.754762,0.775000,0.795238,0.815476,0.835714,0.855952,0.876190,0.896429,0.916667,0.936905,0.957143,0.977381,0.997619,1.017857,1.038095,1.058333,1.078571,1.098810,1.119048,1.139286,1.159524,1.179762,1.200000,-2.51566272e-01,-2.51428441e-01,-2.51287853e-01,-2.51144414e-01,-2.50998025e-01,-2.50848581e-01,-2.50695975e-01,-2.50540093e-01,-2.50380816e-01,-2.50218017e-01,-2.50051561e-01,-2.49881304e-01,-2.49707097e-01,-2.49528779e-01,-2.49346181e-01,-2.49159131e-01,-2.48967435e-01,-2.48770896e-01,-2.48569302e-01,-2.48362418e-01,-2.48150009e-01,-2.47931814e-01,-2.47707560e-01,-2.47476943e-01,-2.47239712e-01,-2.46995506e-01,-2.46743955e-01,-2.46484646e-01,-2.46217163e-01,-2.45941099e-01,-2.45655959e-01,-2.45361203e-01,-2.45056250e-01,-2.44740475e-01,-2.44413178e-01,-2.44073595e-01,-2.43720870e-01,-2.43354003e-01,-2.42971826e-01,-2.42572908e-01,-2.42155432e-01,-2.41716994e-01,-2.41254337e-01,-2.40762956e-01,-2.40236486e-01,-2.39665680e-01,-2.39036825e-01,-2.38329338e-01,-2.37511812e-01,-2.36535662e-01,-2.35324151e-01,-2.33753054e-01,-2.31615492e-01,-2.28557006e-01,-2.23952863e-01,-2.16672937e-01,-2.04622976e-01,-1.83837996e-01,-1.46671138e-01,-7.81511766e-02,5.13643736e-02,3.00987761e-01,7.88926409e-01,1.75097670e+00,3.65350974e+00,7.39892730e+00,1.46703977e+01,2.84015135e+01,5.31554905e+01,9.48489111e+01,1.59333756e+02,2.50412450e+02,3.69105883e+02,5.14120731e+02,6.84130433e+02,8.77984551e+02,1.09653111e+03,1.34308701e+03,1.62149108e+03,1.93893990e+03,2.30150216e+03,2.71510216e+03,3.18477870e+03,3.71240469e+03,4.29555556e+03,0.707334,0.24706806,76.1741,13.3122,0.603984,0.22040576,300.00,1.000e+15,1.000e+15,1.000e+01,1,2
-0.500000,-0.479762,-0.459524,-0.439286,-0.419048,-0.398810,-0.378571,-0.358333,-0.338095,-0.317857,-0.297619,-0.277381,-0.257143,-0.236905,-0.216667,-0.196429,-0.176190,-0.155952,-0.135714,-0.115476,-0.095238,-0.075000,-0.054762,-0.034524,-0.014286,0.005952,0.026190,0.046429,0.066667,0.086905,0.107143,0.127381,0.147619,0.167857,0.188095,0.208333,0.228571,0.248810,0.269048,0.289286,0.309524,0.329762,0.350000,0.370238,0.390476,0.410714,0.430952,0.451190,0.471429,0.491667,0.511905,0.532143,0.552381,0.572619,0.592857,0.613095,0.633333,0.653571,0.673810,0.694048,0.714286,0.734524,0.754762,0.775000,0.795238,0.815476,0.835714,0.855952,0.876190,0.896429,0.916667,0.936905,0.957143,0.977381,0.997619,1.017857,1.038095,1.058333,1.078571,1.098810,1.119048,1.139286,1.159524,1.179762,1.200000,-2.51587298e-01,-2.51449359e-01,-2.51308662e-01,-2.51165112e-01,-2.51018612e-01,-2.50869057e-01,-2.50716341e-01,-2.50560349e-01,-2.50400961e-01,-2.50238051e-01,-2.50071481e-01,-2.49901108e-01,-2.49726782e-01,-2.49548344e-01,-2.49365627e-01,-2.49178454e-01,-2.48986639e-01,-2.48789981e-01,-2.48588265e-01,-2.48381264e-01,-2.48168736e-01,-2.47950429e-01,-2.47726055e-01,-2.47495383e-01,-2.47258031e-01,-2.47013729e-01,-2.46762072e-01,-2.46502686e-01,-2.46235144e-01,-2.45959016e-01,-2.45673816e-01,-2.45379011e-01,-2.45074021e-01,-2.44758217e-01,-2.44430913e-01,-2.44091342e-01,-2.43738633e-01,-2.43371777e-01,-2.42989582e-01,-2.42590578e-01,-2.42172882e-01,-2.41734022e-01,-2.41270667e-01,-2.40778251e-01,-2.40250311e-01,-2.39677439e-01,-2.39045623e-01,-2.38333640e-01,-2.37508808e-01,-2.36519820e-01,-2.35284156e-01,-2.33665278e-01,-2.31430168e-01,-2.28168914e-01,-2.23139526e-01,-2.14964170e-01,-2.01026477e-01,-1.76263204e-01,-1.30723311e-01,-4.46166481e-02,1.21736516e-01,4.48239805e-01,1.09583445e+00,2.38708760e+00,4.96138778e+00,1.00540420e+01,1.99538052e+01,3.85890252e+01,7.18956863e+01,1.27192916e+02,2.11178628e+02,3.27448843e+02,4.76127479e+02,6.54642179e+02,8.60443454e+02,1.09110095e+03,1.34651471e+03,1.62728186e+03,1.93719410e+03,2.27957127e+03,2.65852697e+03,3.07718793e+03,3.53873350e+03,4.04382733e+03,4.58941034e+03,0.700539,0.24708630,76.5005,13.2418,0.599557,0.22085897,300.00,1.000e+15,1.000e+15,3.000e+01,1,2
-0.500000,-0.479762,-0.459524,-0.439286,-0.419048,-0.398810,-0.378571,-0.358333,-0.338095,-0.317857,-0.297619,-0.277381,-0.257143,-0.236905,-0.216667,-0.196429,-0.176190,-0.155952,-0.135714,-0.115476,-0.095238,-0.075000,-0.054762,-0.034524,-0.014286,0.005952,0.026190,0.046429,0.066667,0.086905,0.107143,0.127381,0.147619,0.167857,0.188095,0.208333,0.228571,0.248810,0.269048,0.289286,0.309524,0.329762,0.350000,0.370238,0.390476,0.410714,0.430952,0.451190,0.471429,0.491667,0.511905,0.532143,0.552381,0.572619,0.592857,0.613095,0.633333,0.653571,0.673810,0.694048,0.714286,0.734524,0.754762,0.775000,0.795238,0.815476,0.835714,0.855952,0.876190,0.896429,0.916667,0.936905,0.957143,0.977381,0.997619,1.017857,1.038095,1.058333,1.078571,1.098810,1.119048,1.139286,1.159524,1.179762,1.200000,-2.41186123e-01,-2.40895078e-01,-2.40596247e-01,-2.40289287e-01,-2.39973873e-01,-2.39649715e-01,-2.39316540e-01,-2.38974062e-01,-2.38621935e-01,-2.38259712e-01,-2.37886840e-01,-2.37502675e-01,-2.37106523e-01,-2.36697685e-01,-2.36275460e-01,-2.35839113e-01,-2.35387809e-01,-2.34920563e-01,-2.34436238e-01,-2.33933613e-01,-2.33411478e-01,-2.32868702e-01,-2.32304203e-01,-2.31716822e-01,-2.31105180e-01,-2.30467678e-01,-2.29802229e-01,-2.29106977e-01,-2.28379659e-01,-2.27617727e-01,-2.26818031e-01,-2.25976694e-01,-2.25089187e-01,-2.24150401e-01,-2.23154311e-01,-2.22093033e-01,-2.20955291e-01,-2.19724146e-01,-2.18373053e-01,-2.16859143e-01,-2.15110280e-01,-2.13011302e-01,-2.10379849e-01,-2.06933620e-01,-2.02236913e-01,-1.95616717e-01,-1.86035499e-01,-1.71903650e-01,-1.50803094e-01,-1.19073437e-01,-7.11755737e-02,1.30180725e-03,1.11210516e-01,2.78314079e-01,5.33162851e-01,9.23138233e-01,1.52183892e+00,2.44370147e+00,3.86658434e+00,6.06695286e+00,9.47361751e+00,1.47480279e+01,2.28981516e+01,3.54250963e+01,5.44713213e+01,8.29162708e+01,1.24244342e+02,1.82140658e+02,2.59648683e+02,3.58518493e+02,4.78911408e+02,6.19612410e+02,7.78607114e+02,9.53138659e+02,1.14098191e+03,1.34037461e+03,1.54838202e+03,1.76382860e+03,1.98526345e+03,2.21124934e+03,2.44105016e+03,2.67368383e+03,2.90838793e+03,3.14451405e+03,3.38151033e+03,0.531831,0.23065786,65.6202,8.0497,0.419312,0.19197411,300.00,1.000e+15,1.000e+17,1.000e+01,1,2
-0.500000,-0.479762,-0.459524,-0.439286,-0.419048,-0.398810,-0.378571,-0.358333,-0.338095,-0.317857,-0.297619,-0.277381,-0.257143,-0.236905,-0.216667,-0.196429,-0.176190,-0.155952,-0.135714,-0.115476,-0.095238,-0.075000,-0.054762,-0.034524,-0.014286,0.005952,0.026190,0.046429,0.066667,0.086905,0.107143,0.127381,0.147619,0.167857,0.188095,0.208333,0.228571,0.248810,0.269048,0.289286,0.309524,0.329762,0.350000,0.370238,0.390476,0.410714,0.430952,0.451190,0.471429,0.491667,0.511905,0.532143,0.552381,0.572619,0.592857,0.613095,0.633333,0.653571,0.673810,0.694048,0.714286,0.734524,0.754762,0.775000,0.795238,0.815476,0.835714,0.855952,0.876190,0.896429,0.916667,0.936905,0.957143,0.977381,0.997619,1.017857,1.038095,1.058333,1.078571,1.098810,1.119048,1.139286,1.159524,1.179762,1.200000,-2.43227436e-01,-2.42965145e-01,-2.42695994e-01,-2.42419682e-01,-2.42135944e-01,-2.41844559e-01,-2.41545319e-01,-2.41237974e-01,-2.40922185e-01,-2.40597492e-01,-2.40263334e-01,-2.39919092e-01,-2.39564150e-01,-2.39197935e-01,-2.38819901e-01,-2.38429455e-01,-2.38025871e-01,-2.37608252e-01,-2.37175568e-01,-2.36726766e-01,-2.36260880e-01,-2.35777060e-01,-2.35274463e-01,-2.34752074e-01,-2.34208569e-01,-2.33642375e-01,-2.33051614e-01,-2.32434622e-01,-2.31789458e-01,-2.31113832e-01,-2.30404810e-01,-2.29658814e-01,-2.28871821e-01,-2.28039353e-01,-2.27155867e-01,-2.26213534e-01,-2.25200628e-01,-2.24099176e-01,-2.22880894e-01,-2.21498682e-01,-2.19876689e-01,-2.17893924e-01,-2.15363550e-01,-2.11999685e-01,-2.07362814e-01,-2.00774470e-01,-1.91188781e-01,-1.77004130e-01,-1.55785168e-01,-1.23844547e-01,-7.55979587e-02,-2.55378427e-03,1.08283849e-01,2.76937302e-01,5.34422378e-01,9.28961277e-01,1.53569226e+00,2.47188167e+00,3.92088174e+00,6.16951676e+00,9.66693923e+00,1.51143927e+01,2.35974264e+01,3.67656267e+01,5.70367704e+01,8.77612462e+01,1.33153980e+02,1.97849521e+02,2.85900531e+02,3.99813146e+02,5.39945627e+02,7.04855628e+02,8.91930781e+02,1.09764917e+03,1.31902899e+03,1.55361343e+03,1.79793041e+03,2.05028019e+03,2.30880971e+03,2.57151024e+03,2.83788014e+03,3.10647474e+03,3.37637156e+03,3.64680043e+03,3.91712275e+03,0.532702,0.23381126,66.3696,8.2664,0.420458,0.19660581,300.00,1.000e+15,1.000e+17,3.000e+01,1,2
